CPT_HCPCS,MOD,DESCRIPTION,PHYSICIAN_FEE_NORTH,PHYSICIAN_FEE_SOUTH,COL6,ASC_FEE_NORTH,ASC_FEE_SOUTH,PAYMENT_INDICATOR
70350.0, ,"CEPHALOGRAM, ORTHODONTIC",35.29,33.41,,,,
70350.0,TC,"CEPHALOGRAM, ORTHODONTIC",20.32,18.99,,39.78,36.6,
70350.0,26,"CEPHALOGRAM, ORTHODONTIC",14.96,14.41,,,,
70355.0, ,ORTHOPANTOGRAM,35.64,33.81,,,,
70355.0,TC,ORTHOPANTOGRAM,19.16,17.91,,37.44,34.44,
70355.0,26,ORTHOPANTOGRAM,16.5,15.9,,,,
70360.0, ,X-RAY NECK SOFT TISSUE,46.36,43.73,,,,
70360.0,TC,X-RAY NECK SOFT TISSUE,33.13,30.94,,65.52,60.3,
70360.0,26.0,X-RAY NECK SOFT TISSUE,13.22,12.79,,,,
70450.0,,CT HEAD/BRAIN W/O DYE,426.03,400.31,,,,
70450.0,TC,CT HEAD/BRAIN W/O DYE,341.76,318.85,,375.45,345.6,
70450.0,26,CT HEAD/BRAIN W/O DYE,84.27,81.46,,,,
70460.0, ,CT HEAD/BRAIN W/DYE,431.97,405.92,,,,
70460.0,TC,CT HEAD/BRAIN W/DYE,344.66,321.55,,580.71,534.51,
70460.0,26,CT HEAD/BRAIN W/DYE,87.31,84.38,,,,
70470.0, ,CT HEAD/BRAIN W/O & W/DYE,523.38,491.61,,,,
70470.0,TC,CT HEAD/BRAIN W/O & W/DYE,424.43,395.96,,647.37,595.86,
70470.0,26,CT HEAD/BRAIN W/O & W/DYE,98.95,95.65,,,,
70480.0, ,CT ORBIT/EAR/FOSSA W/O DYE,531.46,499.17,,,,
70480.0,TC,CT ORBIT/EAR/FOSSA W/O DYE,431.99,403.02,,375.45,345.6,
70480.0,26,CT ORBIT/EAR/FOSSA W/O DYE,99.46,96.15,,,,
70481.0, ,CT ORBIT/EAR/FOSSA W/DYE,617.99,580.17,,,,
70481.0,TC,CT ORBIT/EAR/FOSSA W/DYE,510.61,476.35,,580.71,534.51,
70481.0,26,CT ORBIT/EAR/FOSSA W/DYE,107.38,103.82,,,,
70482.0, ,CT ORBIT/EAR/FOSSA W/O & W/DYE,698.4,655.36,,,,
70482.0,TC,CT ORBIT/EAR/FOSSA W/O & W/DYE,586.31,546.96,,647.37,595.86,
70482.0,26,CT ORBIT/EAR/FOSSA W/O & W/DYE,112.09,108.39,,,,
70486.0,,CT MAXILLOFACIAL W/O DYE,442.37,415.65,,,,
70486.0,TC,CT MAXILLOFACIAL W/O DYE,353.98,330.23,,375.45,345.6,
70486.0,26,CT MAXILLOFACIAL W/O DYE,88.41,85.42,,,,
70487.0, ,CT MAXILLOFACIAL W/DYE,533.63,501.24,,,,
70487.0,TC,CT MAXILLOFACIAL W/DYE,432.58,403.56,,580.71,534.51,
70487.0,26,CT MAXILLOFACIAL W/DYE,101.05,97.69,,,,
70488.0,,CT MAXILLOFACIAL W/O & W/DYE,649.72,609.86,,,,
70488.0,TC,CT MAXILLOFACIAL W/O & W/DYE,539.73,503.52,,647.37,595.86,
70488.0,26,CT MAXILLOFACIAL W/O & W/DYE,109.99,106.35,,,,
70490.0, ,CT SOFT TISSUE NECK W/O DYE,432.46,406.83,,,,
70490.0,TC,CT SOFT TISSUE NECK W/O DYE,333.02,310.68,,375.45,345.6,
70490.0,26,CT SOFT TISSUE NECK W/O DYE,99.46,96.15,,,,
70491.0, ,CT SOFT TISSUE NECK W/DYE,521.98,490.57,,,,
70491.0,TC,CT SOFT TISSUE NECK W/DYE,415.11,387.27,,580.71,534.51,
70491.0,26,CT SOFT TISSUE NECK W/DYE,106.87,103.3,,,,
70492.0, ,CT SOFT TISSUE NECK W/O & W/DYE,632.03,593.43,,,,
70492.0,TC,CT SOFT TISSUE NECK W/O & W/DYE,519.93,485.04,,647.37,595.86,
70492.0,26,CT SOFT TISSUE NECK W/O & W/DYE,112.09,108.39,,,,
70496.0,,"CT ANGIOGRAPHY, HEAD",1008.14,945.09,,,,
70496.0,TC,"CT ANGIOGRAPHY, HEAD",871.63,813.13,,655.71,603.54,
70496.0,26,"CT ANGIOGRAPHY, HEAD",136.51,131.96,,,,
70498.0,,"CT ANGIOGRAPHY, NECK",1025.62,961.39,,,,
70498.0,TC,"CT ANGIOGRAPHY, NECK",889.1,829.43,,655.71,603.54,
70498.0,26,"CT ANGIOGRAPHY, NECK",136.51,131.96,,,,
70540.0, ,MRI ORBIT/FACE/NECK W/O DYE,849.38,795.95,,,,
70540.0,TC,MRI ORBIT/FACE/NECK W/O DYE,744.69,694.71,,664.2,611.37,
70540.0,26,MRI ORBIT/FACE/NECK W/O DYE,104.69,101.24,,,,
70542.0,,MRI ORBIT/FACE/NECK W/DYE,948.56,889.2,,,,
70542.0,TC,MRI ORBIT/FACE/NECK W/DYE,822.72,767.5,,846.36,779.04,
70542.0,26,MRI ORBIT/FACE/NECK W/DYE,125.84,121.69,,,,
70543.0,,MRI ORBIT/FACE/NECK W/O & W/DYE,1239.11,1161.59,,,,
70543.0,TC,MRI ORBIT/FACE/NECK W/O & W/DYE,1073.12,1001.07,,1033.5,951.27,
70543.0,26,MRI ORBIT/FACE/NECK W/O & W/DYE,166.0,160.53,,,,
70544.0,,MR ANGIOGRAPHY HEAD W/O DYE,930.92,871.62,,,,
70544.0,TC,MR ANGIOGRAPHY HEAD W/O DYE,837.86,781.62,,664.2,611.37,
70544.0,26,MR ANGIOGRAPHY HEAD W/O DYE,93.07,90.0,,,,
70545.0,,MR ANGIOGRAPHY HEAD W/DYE,925.11,866.18,,,,
70545.0,TC,MR ANGIOGRAPHY HEAD W/DYE,832.04,776.19,,846.36,779.04,
70545.0,26,MR ANGIOGRAPHY HEAD W/DYE,93.07,90.0,,,,
70546.0,,MR ANGIOGRAPH HEAD W/O & W/DYE,1457.83,1364.72,,,,
70546.0,TC,MR ANGIOGRAPH HEAD W/O & W/DYE,1317.67,1229.21,,1033.5,951.27,
70546.0,26,MR ANGIOGRAPH HEAD W/O & W/DYE,140.15,135.51,,,,
70547.0,,MR ANGIOGRAPHY NECK W/O DYE,929.19,869.99,,,,
70547.0,TC,MR ANGIOGRAPHY NECK W/O DYE,836.11,779.99,,664.2,611.37,
70547.0,26,MR ANGIOGRAPHY NECK W/O DYE,93.07,90.0,,,,
70548.0,,MR ANGIOGRAPHY NECK W/DYE,975.77,913.44,,,,
70548.0,TC,MR ANGIOGRAPHY NECK W/DYE,882.71,823.45,,846.36,779.04,
70548.0,26.0,MR ANGIOGRAPHY NECK W/DYE,93.07,90.0,,,,
70549.0,,MR ANGIOGRAPH NECK W/O & W/DYE,1458.47,1365.29,,,,
70549.0,TC,MR ANGIOGRAPH NECK W/O & W/DYE,1318.84,1230.29,,1033.5,951.27,
70549.0,26,MR ANGIOGRAPH NECK W/O & W/DYE,139.64,135.0,,,,
70551.0,,MRI BRAIN W/O DYE,878.11,823.06,,,,
70551.0,TC,MRI BRAIN W/O DYE,763.33,712.09,,664.2,611.37,
70551.0,26,MRI BRAIN W/O DYE,114.78,110.97,,,,
70552.0, ,MRI BRAIN W/DYE,978.74,917.78,,,,
70552.0,TC,MRI BRAIN W/DYE,839.6,783.26,,846.36,779.04,
70552.0,26,MRI BRAIN W/DYE,139.14,134.52,,,,
70553.0,,MRI BRAIN W/O & W/DYE,1228.68,1152.44,,,,
70553.0,TC,MRI BRAIN W/O & W/DYE,1045.16,974.99,,1033.5,951.27,
70553.0,26.0,MRI BRAIN W/O & W/DYE,183.52,177.45,,,,
70554.0,,FMRI BRAIN BY TECH,964.57,905.39,,,,
70554.0,TC,FMRI BRAIN BY TECH,799.43,745.77,,664.2,611.37,
70554.0,26.0,FMRI BRAIN BY TECH,165.14,159.62,,,,
70555.0,26.0,FMRI BRAIN BY PHYS/PSYCH,203.1,196.49,,,,
71010.0,,CHEST X-RAY SINGLE VIEW FRONTAL,46.85,44.31,,,,
71010.0,TC,CHEST X-RAY SINGLE VIEW FRONTAL,30.48,28.47,,50.31,46.29,
71010.0,26,CHEST X-RAY SINGLE VIEW FRONTAL,16.37,15.84,,,,
71020.0,,CHEST X-RAY 2 VIEWS FRONTAL & LATERAL,55.78,52.69,,,,
71020.0,TC,CHEST X-RAY 2 VIEWS FRONTAL & LATERAL,37.56,35.08,,69.03,63.54,
71020.0,26,CHEST X-RAY 2 VIEWS FRONTAL & LATERAL,18.23,17.61,,,,
71021.0, ,CHEST X-RAY 2 VIEWS W/APICAL LORD PROC,63.65,60.11,,,,
71021.0,TC,CHEST X-RAY 2 VIEWS W/APICAL LORD PROC,43.03,40.17,,85.38,78.6,
71021.0,26,CHEST X-RAY 2 VIEWS W/APICAL LORD PROC,20.62,19.94,,,,
71022.0, ,CHEST X-RAY 2 VIEWS W/OBLIQUE PROJ,77.92,73.51,,,,
71022.0,TC,CHEST X-RAY 2 VIEWS W/OBLIQUE PROJ,54.09,50.49,,87.24,80.31,
71022.0,26,CHEST X-RAY 2 VIEWS W/OBLIQUE PROJ,23.82,23.01,,,,
71030.0, ,CHEST X-RAY MINIMUM 4 VIEWS,77.34,72.96,,,,
71030.0,TC,CHEST X-RAY MINIMUM 4 VIEWS,53.5,49.95,,87.24,80.31,
71030.0,26,CHEST X-RAY MINIMUM 4 VIEWS,23.82,23.01,,,,
71035.0, ,CHEST X-RAY SPECIAL VIEWS,59.67,56.18,,,,
71035.0,TC,CHEST X-RAY SPECIAL VIEWS,45.36,42.35,,87.24,80.31,
71035.0,26,CHEST X-RAY SPECIAL VIEWS,14.31,13.83,,,,
71040.0,,CONTRAST X-RAY BRONCHI UNILATERAL,162.07,152.67,,,,N1
71040.0,TC,CONTRAST X-RAY BRONCHI UNILATERAL,118.73,110.79,,,,N1
71040.0,26.0,CONTRAST X-RAY BRONCHI UNILATERAL,43.34,41.88,,,,N1
71090.0,,X-RAY & PACEMAKER INSERT,169.62,163.54,,,,N1
71090.0,TC,X-RAY & PACEMAKER INSERT,123.65,119.31,,,,N1
71090.0,26,X-RAY & PACEMAKER INSERT,44.62,43.09,,,,N1
71100.0, ,X-RAY RIBS 2 VIEWS,54.13,51.1,,,,
71100.0,TC,X-RAY RIBS 2 VIEWS,37.2,34.75,,73.71,67.86,
71100.0,26,X-RAY RIBS 2 VIEWS,16.93,16.36,,,,
71101.0, ,X-RAY RIBS/CHEST MINIMUM 3 VIEWS,82.73,78.1,,,,
71101.0,TC,X-RAY RIBS/CHEST MINIMUM 3 VIEWS,56.88,53.1,,87.24,80.31,
71101.0,26,X-RAY RIBS/CHEST MINIMUM 3 VIEWS,25.85,25.0,,,,
71110.0, ,X-RAY RIBS BILATERAL 3 VIEWS,68.31,64.46,,,,
71110.0,TC,X-RAY RIBS BILATERAL 3 VIEWS,47.69,44.52,,87.24,80.31,
71110.0,26,X-RAY RIBS BILATERAL 3 VIEWS,20.62,19.94,,,,
71111.0, ,X-RAY RIBS/CHEST MINIMUM 4 VIEWS,88.32,83.23,,,,
71111.0,TC,X-RAY RIBS/CHEST MINIMUM 4 VIEWS,63.99,59.73,,127.5,117.36,
71111.0,26,X-RAY RIBS/CHEST MINIMUM 4 VIEWS,24.33,23.5,,,,
71120.0,,X-RAY STERNUM MINIMUM 2 VIEWS,53.7,50.65,,,,
71120.0,TC,X-RAY STERNUM MINIMUM 2 VIEWS,38.37,35.83,,76.02,69.99,
71120.0,26,X-RAY STERNUM MINIMUM 2 VIEWS,15.33,14.82,,,,
71130.0,,X-RAY STERNOCLAV JOINT MINIMUM 3 VIEWS,62.87,59.24,,,,
71130.0,TC,X-RAY STERNOCLAV JOINT MINIMUM 3 VIEWS,45.94,42.89,,87.24,80.31,
71130.0,26,X-RAY STERNOCLAV JOINT MINIMUM 3 VIEWS,16.93,16.36,,,,
71250.0,,CT THORAX W/O DYE,423.62,397.82,,,,
71250.0,TC,CT THORAX W/O DYE,344.07,320.99,,375.45,345.6,
71250.0,26.0,CT THORAX W/O DYE,79.55,76.82,,,,
71260.0,,CT THORAX W/DYE,525.35,493.37,,,,
71260.0,TC,CT THORAX W/DYE,428.51,399.76,,580.71,534.51,
71260.0,26,CT THORAX W/DYE,96.85,93.61,,,,
71270.0, ,CT THORAX W/O & W/DYE,646.01,606.26,,,,
71270.0,TC,CT THORAX W/O & W/DYE,539.14,502.96,,647.37,595.86,
71270.0,26,CT THORAX W/O & W/DYE,106.87,103.3,,,,
71275.0,,"CT ANGIOGRAPHY, CHEST",802.43,753.64,,,,
71275.0,TC,"CT ANGIOGRAPHY, CHEST",652.69,608.89,,655.71,603.54,
71275.0,26,"CT ANGIOGRAPHY, CHEST",149.74,144.75,,,,
71550.0,,MRI CHEST W/O DYE,960.37,899.74,,,,
71550.0,TC,MRI CHEST W/O DYE,847.76,790.86,,664.2,611.37,
71550.0,26,MRI CHEST W/O DYE,112.61,108.88,,,,
71552.0,,MRI CHEST W/O & W/DYE,1425.2,1335.46,,,,
71552.0,TC,MRI CHEST W/O & W/DYE,1249.54,1165.66,,1033.5,951.27,
71552.0,26,MRI CHEST W/O & W/DYE,175.66,169.81,,,,
71555.0,,MRI ANGIO CHEST W OR W/O DYE,940.15,881.81,,,,
71555.0,TC,MRI ANGIO CHEST W OR W/O DYE,798.85,745.23,,,,
71555.0,26.0,MRI ANGIO CHEST W OR W/O DYE,141.3,136.58,,,,
72010.0, ,X-RAY SPINE ANTEROPOST & LATERAL,124.49,117.37,,,,
72010.0,TC,X-RAY SPINE ANTEROPOST & LATERAL,89.03,83.09,,146.91,135.24,
72010.0,26,X-RAY SPINE ANTEROPOST & LATERAL,35.46,34.28,,,,
72020.0,,X-RAY SPINE SINGLE VIEW SPECIFY LEVEL,40.1,37.84,,,,
72020.0,TC,X-RAY SPINE SINGLE VIEW SPECIFY LEVEL,27.88,26.05,,54.99,50.61,
72020.0,26.0,X-RAY SPINE SINGLE VIEW SPECIFY LEVEL,12.21,11.79,,,,
72040.0,,X-RAY NECK SPINE CERV 2/3 VIEWS,102.52,96.69,,,,
72040.0,TC,X-RAY NECK SPINE CERV 2/3 VIEWS,73.56,68.66,,87.24,80.31,
72040.0,26.0,X-RAY NECK SPINE CERV 2/3 VIEWS,28.96,28.03,,,,
72050.0,,X-RAY NECK SPINE CERV MINIMUM 4 VIEWS,119.6,112.79,,,,
72050.0,TC,X-RAY NECK SPINE CERV MINIMUM 4 VIEWS,86.14,80.4,,127.5,117.36,
72050.0,26.0,X-RAY NECK SPINE CERV MINIMUM 4 VIEWS,33.46,32.39,,,,
72052.0,,X-RAY NECK SPINE COMPLETE,147.68,139.1,,,,
72052.0,TC,X-RAY NECK SPINE COMPLETE,110.33,102.97,,146.91,135.24,
72052.0,26,X-RAY NECK SPINE COMPLETE,37.35,36.13,,,,
72069.0, ,X-RAY TRUNK SPINE STANDING,62.74,59.2,,,,
72069.0,TC,X-RAY TRUNK SPINE STANDING,44.2,41.25,,87.24,80.31,
72069.0,26.0,X-RAY TRUNK SPINE STANDING,18.55,17.95,,,,
72070.0,,X-RAY THORACIC SPINE 2 VIEWS,80.74,76.17,,,,
72070.0,TC,X-RAY THORACIC SPINE 2 VIEWS,55.96,52.26,,78.36,72.12,
72070.0,26.0,X-RAY THORACIC SPINE 2 VIEWS,24.78,23.92,,,,
72072.0, ,X-RAY THORACIC SPINE 3 VIEWS,63.45,59.8,,,,
72072.0,TC,X-RAY THORACIC SPINE 3 VIEWS,46.53,43.43,,87.24,80.31,
72072.0,26,X-RAY THORACIC SPINE 3 VIEWS,16.93,16.36,,,,
72074.0, ,X-RAY THORACIC SPINE MINIMUM 4 VIEWS,75.09,70.66,,,,
72074.0,TC,X-RAY THORACIC SPINE MINIMUM 4 VIEWS,58.16,54.3,,87.24,80.31,
72074.0,26,X-RAY THORACIC SPINE MINIMUM 4 VIEWS,16.93,16.36,,,,
72080.0, ,X-RAY TRUNK SPINE 2 VIEWS,61.58,58.12,,,,
72080.0,TC,X-RAY TRUNK SPINE 2 VIEWS,43.03,40.17,,85.38,78.6,
72080.0,26,X-RAY TRUNK SPINE 2 VIEWS,18.55,17.95,,,,
72090.0, ,X-RAY TRUNK SPINE SCOLIOSIS STUDY,83.19,78.46,,,,
72090.0,TC,X-RAY TRUNK SPINE SCOLIOSIS STUDY,59.33,55.38,,118.17,108.78,
72090.0,26,X-RAY TRUNK SPINE SCOLIOSIS STUDY,23.86,23.08,,,,
72100.0,,X-RAY LOWER SPINE 2/3 VIEWS,68.57,64.63,,,,
72100.0,TC,X-RAY LOWER SPINE 2/3 VIEWS,50.02,46.7,,87.24,80.31,
72100.0,26,X-RAY LOWER SPINE 2/3 VIEWS,18.55,17.95,,,,
72110.0,,X-RAY LOWER SPINE MINIMUM 4 VIEWS,129.47,122.01,,,,
72110.0,TC,X-RAY LOWER SPINE MINIMUM 4 VIEWS,95.06,88.72,,136.86,125.97,
72110.0,26.0,X-RAY LOWER SPINE MINIMUM 4 VIEWS,34.41,33.31,,,,
72114.0, ,X-RAY LOWER SPINE COMPLETE,125.68,118.29,,,,
72114.0,TC,X-RAY LOWER SPINE COMPLETE,96.02,89.6,,146.91,135.24,
72114.0,26,X-RAY LOWER SPINE COMPLETE,29.67,28.69,,,,
72120.0, ,X-RAY LOWER SPINE BENDING MINIMUM 4 VIEWS,87.2,82.01,,,,
72120.0,TC,X-RAY LOWER SPINE BENDING MINIMUM 4 VIEWS,68.65,64.08,,87.24,80.31,
72120.0,26,X-RAY LOWER SPINE BENDING MINIMUM 4 VIEWS,18.55,17.95,,,,
72125.0, ,CT NECK SPINE W/O DYE,425.96,399.99,,,,
72125.0,TC,CT NECK SPINE W/O DYE,346.4,323.17,,375.45,345.6,
72125.0,26,CT NECK SPINE W/O DYE,79.55,76.82,,,,
72126.0, ,CT NECK SPINE W/DYE,524.34,492.38,,,,
72126.0,TC,CT NECK SPINE W/DYE,429.68,400.84,,580.71,534.51,
72126.0,26,CT NECK SPINE W/DYE,94.66,91.53,,,,
72127.0,,CT NECK SPINE W/O & W/DYE,636.93,597.54,,,,
72127.0,TC,CT NECK SPINE W/O & W/DYE,538.56,502.42,,647.37,595.86,
72127.0,26,CT NECK SPINE W/O & W/DYE,98.37,95.11,,,,
72128.0, ,CT CHEST SPINE W/O DYE,425.37,399.45,,,,
72128.0,TC,CT CHEST SPINE W/O DYE,345.82,322.63,,375.45,345.6,
72128.0,26,CT CHEST SPINE W/O DYE,79.55,76.82,,,,
72129.0,,CT CHEST SPINE W/DYE,525.5,493.47,,,,
72129.0,TC,CT CHEST SPINE W/DYE,430.26,401.38,,580.71,534.51,
72129.0,26.0,CT CHEST SPINE W/DYE,95.24,92.07,,,,
72130.0,,CT CHEST SPINE W/O & W/DYE,637.51,598.08,,,,
72130.0,TC,CT CHEST SPINE W/O & W/DYE,539.14,502.96,,647.37,595.86,
72130.0,26,CT CHEST SPINE W/O & W/DYE,98.37,95.11,,,,
72131.0, ,CT LUMBAR SPINE W/O DYE,424.21,398.37,,,,
72131.0,TC,CT LUMBAR SPINE W/O DYE,344.66,321.55,,375.45,345.6,
72131.0,26,CT LUMBAR SPINE W/O DYE,79.55,76.82,,,,
72132.0, ,CT LUMBAR SPINE W/DYE,524.34,492.38,,,,
72132.0,TC,CT LUMBAR SPINE W/DYE,429.1,400.3,,580.71,534.51,
72132.0,26,CT LUMBAR SPINE W/DYE,95.24,92.07,,,,
72133.0,,CT LUMBAR SPINE W/O & W/DYE,636.93,597.54,,,,
72133.0,TC,CT LUMBAR SPINE W/O & W/DYE,538.56,502.42,,647.37,595.86,
72133.0,26.0,CT LUMBAR SPINE W/O & W/DYE,98.37,95.11,,,,
72141.0,,MRI NECK SPINE W/O DYE,936.23,878.43,,,,
72141.0,TC,MRI NECK SPINE W/O DYE,788.37,735.46,,664.2,611.37,
72141.0,26.0,MRI NECK SPINE W/O DYE,147.87,142.97,,,,
72142.0,,MRI NECK SPINE W/DYE,989.34,928.01,,,,
72142.0,TC,MRI NECK SPINE W/DYE,840.19,783.8,,846.36,779.04,
72142.0,26.0,MRI NECK SPINE W/DYE,149.16,144.21,,,,
72146.0,,MRI CHEST SPINE W/O DYE,801.97,752.41,,,,
72146.0,TC,MRI CHEST SPINE W/O DYE,677.15,631.7,,664.2,611.37,
72146.0,26.0,MRI CHEST SPINE W/O DYE,124.83,120.69,,,,
72147.0,,MRI CHEST SPINE W/DYE,890.93,836.21,,,,
72147.0,TC,MRI CHEST SPINE W/DYE,741.19,691.46,,846.36,779.04,
72147.0,26.0,MRI CHEST SPINE W/DYE,149.74,144.75,,,,
72148.0,,MRI LUMBAR SPINE W/O DYE,901.45,845.45,,,,
72148.0,TC,MRI LUMBAR SPINE W/O DYE,769.58,717.94,,664.2,611.37,
72148.0,26.0,MRI LUMBAR SPINE W/O DYE,131.85,127.52,,,,
72149.0, ,MRI LUMBAR SPINE W/DYE,887.91,833.04,,,,
72149.0,TC,MRI LUMBAR SPINE W/DYE,748.77,698.52,,846.36,779.04,
72149.0,26,MRI LUMBAR SPINE W/DYE,139.14,134.52,,,,
72156.0, ,MRI NECK SPINE W/O & W/DYE,1227.57,1151.99,,,,
72156.0,TC,MRI NECK SPINE W/O & W/DYE,1027.1,958.16,,1033.5,951.27,
72156.0,26.0,MRI NECK SPINE W/O & W/DYE,200.46,193.84,,,,
72157.0, ,MRI CHEST SPINE W/O & W/DYE,1153.62,1083.01,,,,
72157.0,TC,MRI CHEST SPINE W/O & W/DYE,953.16,889.17,,1033.5,951.27,
72157.0,26,MRI CHEST SPINE W/O & W/DYE,200.46,193.84,,,,
72158.0,,MRI LUMBAR SPINE W/O & W/DYE,1209.34,1134.48,,,,
72158.0,TC,MRI LUMBAR SPINE W/O & W/DYE,1024.78,955.99,,1033.5,951.27,
72158.0,26.0,MRI LUMBAR SPINE W/O & W/DYE,184.56,178.49,,,,
72170.0,,X-RAY PELVIS 1/2 VIEWS,68.47,64.69,,,,
72170.0,TC,X-RAY PELVIS 1/2 VIEWS,46.19,43.14,,60.84,56.01,
72170.0,26.0,X-RAY PELVIS 1/2 VIEWS,22.28,21.55,,,,
72190.0, ,X-RAY PELVIS MINIMUM 3 VIEWS,70.97,66.85,,,,
72190.0,TC,X-RAY PELVIS MINIMUM 3 VIEWS,52.92,49.41,,87.24,80.31,
72190.0,26,X-RAY PELVIS MINIMUM 3 VIEWS,18.03,17.45,,,,
72191.0,,CT ANGIOGRAPH PELVIS W/O & W/DYE,769.42,722.61,,,,
72191.0,TC,CT ANGIOGRAPH PELVIS W/O & W/DYE,627.65,585.53,,655.71,603.54,
72191.0,26.0,CT ANGIOGRAPH PELVIS W/O & W/DYE,141.77,137.08,,,,
72192.0,,CT PELVIS W/O DYE,409.56,384.93,,,,
72192.0,TC,CT PELVIS W/O DYE,325.44,303.61,,375.45,345.6,
72192.0,26,CT PELVIS W/O DYE,84.11,81.3,,,,
72193.0,,CT PELVIS W/DYE,497.42,467.12,,,,
72193.0,TC,CT PELVIS W/DYE,406.97,379.67,,580.71,534.51,
72193.0,26.0,CT PELVIS W/DYE,90.45,87.45,,,,
72194.0,,CT PELVIS W/O & W/DYE,639.05,599.38,,,,
72194.0,TC,CT PELVIS W/O & W/DYE,544.39,507.85,,647.37,595.86,
72194.0,26.0,CT PELVIS W/O & W/DYE,94.66,91.53,,,,
72195.0,,MRI PELVIS W/O DYE,873.48,818.76,,,,
72195.0,TC,MRI PELVIS W/O DYE,759.26,708.3,,664.2,611.37,
72195.0,26.0,MRI PELVIS W/O DYE,114.23,110.47,,,,
72196.0, ,MRI PELVIS W/DYE,966.38,906.08,,,,
72196.0,TC,MRI PELVIS W/DYE,831.46,775.64,,846.36,779.04,
72196.0,26,MRI PELVIS W/DYE,134.92,130.43,,,,
72197.0,,MRI PELVIS W/O & W/DYE,1259.25,1180.65,,,,
72197.0,TC,MRI PELVIS W/O & W/DYE,1084.17,1011.38,,1033.5,951.27,
72197.0,26.0,MRI PELVIS W/O & W/DYE,175.08,169.27,,,,
72198.0,,MR ANGIO PELVIS W/O & W/DYE,936.15,878.06,,,,
72198.0,TC,MR ANGIO PELVIS W/O & W/DYE,796.52,743.06,,,,
72198.0,26.0,MR ANGIO PELVIS W/O & W/DYE,139.64,135.0,,,,
72200.0, ,X-RAY EXAM SACROILIAC JOINTS,49.85,46.98,,,,
72200.0,TC,X-RAY EXAM SACROILIAC JOINTS,36.62,34.19,,72.54,66.78,
72200.0,26.0,X-RAY EXAM SACROILIAC JOINTS,13.22,12.79,,,,
72202.0, ,X-RAY EXAM SACROILIAC JOINTS,58.43,55.04,,,,
72202.0,TC,X-RAY EXAM SACROILIAC JOINTS,43.61,40.71,,86.55,79.68,
72202.0,26,X-RAY EXAM SACROILIAC JOINTS,14.82,14.32,,,,
72220.0, ,X-RAY TAILBONE,49.27,46.44,,,,
72220.0,TC,X-RAY TAILBONE,36.04,33.65,,71.37,65.7,
72220.0,26.0,X-RAY TAILBONE,13.22,12.79,,,,
72240.0, ,CONTRAST X-RAY NECK SPINE,372.37,351.09,,,,N1
72240.0,TC,CONTRAST X-RAY NECK SPINE,263.27,245.65,,,,N1
72240.0,26.0,CONTRAST X-RAY NECK SPINE,109.1,105.44,,,,N1
72255.0,,CONTRAST X-RAY THORAX SPINE,349.17,329.41,,,,N1
72255.0,TC,CONTRAST X-RAY THORAX SPINE,241.78,225.6,,,,N1
72255.0,26.0,CONTRAST X-RAY THORAX SPINE,107.39,103.8,,,,N1
72265.0, ,CONTRAST X-RAY LOWER SPINE,355.47,334.98,,,,N1
72265.0,TC,CONTRAST X-RAY LOWER SPINE,256.12,238.96,,,,N1
72265.0,26,CONTRAST X-RAY LOWER SPINE,99.34,96.02,,,,N1
72270.0,,CONTRAST X-RAY SPINE,552.78,521.08,,,,N1
72270.0,TC,CONTRAST X-RAY SPINE,394.08,367.67,,,,N1
72270.0,26.0,CONTRAST X-RAY SPINE,158.7,153.41,,,,N1
72275.0,,EPIDUROGRAPHY,572.81,540.58,,,,N1
72275.0,TC,EPIDUROGRAPHY,390.38,364.28,,,,N1
72275.0,26,EPIDUROGRAPHY,182.38,176.3,,,,N1
72285.0,,X-RAY C/T SPINE DISK,376.65,356.04,,,,N1
72285.0,TC,X-RAY C/T SPINE DISK,236.4,220.57,,,,N1
72285.0,26.0,X-RAY C/T SPINE DISK,140.25,135.46,,,,N1
72291.0,,"PERCUT VERT/SACROPLASTY, FLUOR",267.82,258.54,,,,N1
72291.0,TC,"PERCUT VERT/SACROPLASTY, FLUOR",161.82,156.18,,,,N1
72291.0,26,"PERCUT VERT/SACROPLASTY, FLUOR",113.43,109.79,,,,N1
72295.0,,X-RAY LOWER SPINE DISK,217.08,204.71,,,,N1
72295.0,TC,X-RAY LOWER SPINE DISK,151.33,141.2,,,,N1
72295.0,26.0,X-RAY LOWER SPINE DISK,65.74,63.49,,,,N1
73000.0, ,X-RAY COLLAR BONE,48.17,45.4,,,,
73000.0,TC,X-RAY COLLAR BONE,35.46,33.11,,70.2,64.62,
73000.0,26.0,X-RAY COLLAR BONE,12.72,12.29,,,,
73010.0, ,X-RAY SHOULDER BLADE,51.47,48.57,,,,
73010.0,TC,X-RAY SHOULDER BLADE,36.62,34.19,,72.54,66.78,
73010.0,26.0,X-RAY SHOULDER BLADE,14.85,14.37,,,,
73020.0, ,X-RAY SHOULDER 1 VIEW,39.52,37.29,,,,
73020.0,TC,X-RAY SHOULDER 1 VIEW,27.88,26.05,,54.99,50.61,
73020.0,26,X-RAY SHOULDER 1 VIEW,11.62,11.24,,,,
73030.0,,X-RAY SHOULDER MINIMUM 2 VIEWS,74.36,70.21,,,,
73030.0,TC,X-RAY SHOULDER MINIMUM 2 VIEWS,51.56,48.15,,71.37,65.7,
